Date,Precipitation
909106.5,0.060001373
909130.5,0.17499924
909154.5,0.020000458
909178.5,0.0
909202.5,0.0
909226.5,0.0
909250.5,0.0
909274.5,0.0
909298.5,0.017501831
909322.5,0.020000458
909346.5,0.0
909370.5,0.060001373
909394.5,0.0
909418.5,0.010002136
909442.5,0.0
909466.5,0.0
909490.5,0.0225029
909514.5,0.017501831
909538.5,0.0
909562.5,0.0
909586.5,0.012500763
909610.5,0.010002136
909634.5,0.034999847
909658.5,0.3199997
909682.5,0.007499695
909706.5,0.19000244
909730.5,0.0
909754.5,0.0
909778.5,0.0
909802.5,0.0
909826.5,0.010002136
909850.5,0.0
909874.5,0.0
909898.5,0.049999237
909922.5,0.11249924
909946.5,0.045001984
909970.5,0.005001068
909994.5,0.0225029
910018.5,0.0
910042.5,0.0
910066.5,0.1475029
910090.5,0.1324997
910114.5,0.005001068
910138.5,0.01499939
910162.5,0.0
910186.5,0.0
910210.5,0.010002136
910234.5,0.0
910258.5,0.0
910282.5,0.0025024414
910306.5,0.01499939
910330.5,0.020000458
910354.5,0.034999847
910378.5,0.030002594
910402.5,0.012500763
910426.5,0.007499695
910450.5,0.08250046
910474.5,0.01499939
910498.5,0.0
910522.5,0.0025024414
910546.5,0.0
910570.5,0.0
910594.5,0.0025024414
910618.5,0.007499695
910642.5,0.30250168
910666.5,0.0
910690.5,0.0
910714.5,0.007499695
910738.5,0.012500763
910762.5,0.0
910786.5,0.1324997
910810.5,0.0
910834.5,0.17750168
910858.5,0.007499695
910882.5,0.0
910906.5,0.005001068
910930.5,0.012500763
910954.5,0.012500763
910978.5,0.017501831
911002.5,0.102500916
911026.5,0.07749939
911050.5,0.0
911074.5,0.0
911098.5,0.0
911122.5,0.0
911146.5,0.01499939
911170.5,0.0
911194.5,0.0
911218.5,0.017501831
911242.5,0.03250122
911266.5,0.91749954
911290.5,0.040000916
911314.5,0.0225029
911338.5,0.0025024414
911362.5,0.0
911386.5,0.0
911410.5,0.0
911434.5,0.0
911458.5,0.0
911482.5,0.0
911506.5,0.0
911530.5,0.0
911554.5,0.0
911578.5,0.0
911602.5,0.0
911626.5,0.0
